"LIST_CODE_ID","LIST_TYPE_ID","CODE","NAME"
"A87","H","Q03.8","WODOGŁOWIE WRODZONE INNE"
"A87","H","Q03.9","WODOGŁOWIE WRODZONE, NIE OKREŚLONE"
"A87","H","Q04.0","WRODZONE WADY ROZWOJOWE SPOIDŁA WIELKIEGO"
"A87","H","Q04.1","BRAK WĘCHOMÓZGOWIA (ZESPÓŁ ARINENCEPHALII)"
"A87","H","Q04.2","PRZODOMÓZGOWIE JEDNOKOMOROWE (HOLOPROSENCEPHALIA)"
"A87","H","Q04.3","INNE WADY MÓZGU Z UBYTKIEM TKANEK"
"A87","H","Q04.5","MÓZG OLBRZYMI"
"A87","H","Q04.6","WRODZONE TORBIELE MÓZGU"
"A87","H","Q04.8","INNE OKREŚLONE WADY ROZWOJOWE MÓZGU"
"A87","H","Q04.9","WRODZONE WADY ROZWOJOWE MÓZGU, NIE OKREŚLONE"
"A87","H","Q06.0","BRAK RDZENIA"
"A87","H","Q06.1","NIEDOROZWÓJ I DYSPLAZJA RDZENIA KRĘGOWEGO"
"A87","H","Q06.4","WODORDZENIE"
"A87","H","Q06.8","INNE OKREŚLONE WRODZONE WADY ROZWOJOWE RDZENIA KRĘGOWEGO"
"A87","H","Q06.9","WRODZONE WADY ROZWOJOWE RDZENIA KRĘGOWEGO, NIE OKREŚLONE"
"A87","H","Q07.0","ZESPÓŁ ARNOLDA-CHIARIEGO"
"A87","H","Q07.8","INNE OKREŚLONE WRODZONE WADY ROZWOJOWE UKŁADU NERWOWEGO"
"A87","H","Q07.9","WRODZONE WADY ROZWOJOWE UKŁADU NERWOWEGO, NIE OKREŚLONE"
"A87","H","Q67.5","WRODZONE ZNIEKSZTAŁCENIE KRĘGOSŁUPA"
"A87","H","Q75.0","PRZEDWCZESNE SKOSTNIENIE SZWÓW CZASZKOWYCH"
"A87","H","Q75.1","DYZOSTOZA CZASZKOWO-TWARZOWA"
"A87","H","Q75.2","SZEROKIE ROZSTAWIENIE OCZODOŁÓW"
"A87","H","Q75.3","WIELKOGŁOWIE"
"A87","H","Q75.4","DYZOSTOZA ŻUCHWOWO-TWARZOWA"
"A87","H","Q75.5","DYZOSTOZA OCZNO-ŻUCHWOWA"
"A87","H","Q75.8","INNE OKREŚLONE WRODZONE WADY ROZWOJOWE KOŚCI CZASZKI I TWARZ"
"A87","H","Q75.9","WRODZONA WADA ROZWOJOWA KOŚCI CZASZKI I TWARZY, NIE OKREŚLONA"
"A87","H","Q76.1","ZESPÓŁ KLIPPEL-FEILA"
"A87","H","Q76.3","WRODZONE SKRZYWIENIE BOCZNE KRĘGOSŁUPA SPOWODOWANE WRODZONĄ WADĄ ROZWOJOWĄ KOŚCI"
"A87","H","Q85.8","INNE FAKOMATOZY NIESKLASYFIKOWANE GDZIE INDZIEJ"
"A87","H","Q85.9","FAKOMATOZA, NIE OKREŚLONA"
"A87","H","Q87.0","ZESPOŁY WRODZONYCH WAD ROZWOJOWYCH DOTYCZĄCE GŁÓWNIE WYGLĄDU TWARZY"
"A87","H","R29.2","NIEPRAWIDŁOWE ODRUCHY"
"A87","H","R29.8","INNE I NIEOKREŚLONE OBJAWY CHOROBOWE DOTYCZĄCE UKŁADU NERWOWEGO I MIĘŚNIOWO KOSTNEGO"
"A87","H","R47.0","DYSFAZJA I AFAZJA"
"A87","H","R47.1","DYSARTRIA I ANARTRIA"
"A87","H","R47.8","INNE I NIE OKREŚLONE ZABURZENIA MOWY"
"A87","H","R83.0","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWA AKTYWNOŚĆ ENZYMÓW)"
"A87","H","R83.1","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWY POZIOM HORMONÓW)"
"A87","H","R83.2","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWY POZIOM INNYCH ŚRODKÓW, LEKÓW I SUBSTANCJI BIOLOGICZNYCH)"
"A87","H","R83.3","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWY POZIOM SUBSTANCJI NIELECZNICZYCH)"
"A87","H","R83.4","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWE WYNIKI BADAŃ IMMUNOLOGICZNYCH)"
"A87","H","R83.5","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWE WYNIKI BADAŃ MIKROBIOLOGICZNYCH"
"A87","H","R83.6","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWE WYNIKI BADAŃ CYTOLOGICZNYCH"
"A87","H","R83.7","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWE WYNIKI BADAŃ HISTOLOGICZNYCH)"
"A87","H","R83.8","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (INNE NIEPRAWIDŁOWE WYNIKI)"
"A87","H","R83.9","NIEPRAWIDŁOWE WYNIKI BADAŃ PŁYNU MÓZGOWO-RDZENIOWEGO (NIEPRAWIDŁOWE WYNIKI, NIE OKREŚLONE)"
"A87","H","R90.0","USZKODZENIE PRZESTRZENI WEWNĄTRZCZASZKOWEJ"
"A87","H","R90.8","INNE NIEPRAWIDŁOWOŚCI CENTRALNEGO SYSTEMU NERWOWEGO STWIERDZONE BADANIAMI OBRAZOWYMI"
"A87","H","R93.0","NIEPRAWIDŁOWE WYNIKI BADAŃ OBRAZOWYCH  CZASZKI I GŁOWY, GDZIE INDZIEJ NIESKLASYFIKOWNE"
"A87","H","R94.0","NIEPRAWIDŁOWE WYNIKI BADAŃ CZYNNOŚCIOWYCH CENTRALNEGO UKŁADU NERWOWEGO"
"A87","H","R94.1","NIEPRAWIDŁOWE WYNIKI BADAŃ CZYNNOŚCIOWYCH OBWODOWEGO UKŁADU NERWOWEGO I OKREŚLONYCH NARZĄDÓW CZUCIA"
"A87","H","S23.3","SKRĘCENIE I NADERWANIE ODCINKA PIERSIOWEGO KRĘGOSŁUPA"
"A87","H","S23.5","SKRĘCENIE I NADERWANIE INNYCH I NIEOKREŚLONYCH CZĘŚCI KLATKI PIERSIOWEJ"
"A87","H","S24.2","URAZ NERWÓW RDZENIOWYCH ODCINKA PIERSIOWEGO KRĘGOSŁUPA"
"A87","H","S32.1","ZŁAMANIE KOŚCI KRZYŻOWEJ"
"A87","H","S32.2","ZŁAMANIE KOŚCI GUZICZNEJ"
"A87","H","S33.2","ZWICHNIĘCIE STAWU KRZYŻOWO-BIODROWEGO I KRZYŻOWO-GUZICZNEGO"
"A87","H","S33.4","URAZOWE ROZERWANIE SPOJENIA ŁONOWEGO"
"A87","H","S33.6","SKRĘCENIE I NADERWANIE STAWU KRZYŻOWO-BIODROWEGO"
"A87","H","S33.7","SKRĘCENIE I NADERWANIE INNYCH I NIEOKREŚLONYCH CZĘŚCI ODCINKA LĘDŹWOWEGO KRĘGOSŁUPA I MIEDNICY"
"A87","H","T03.0","ZWICHNIĘCIA, SKRĘCENIA I NADERWANIA OBEJMUJĄCE GŁOWĘ I SZYJĘ"
"A87","H","T03.1","ZWICHNIĘCIA, SKRĘCENIA I NADERWANIA OBEJMUJĄCE KLATKĘ PIERSIOWĄ, DOLNĄ CZĘŚĆ GRZBIETU I MIEDNICĘ"
"A87","H","T08","ZŁAMANIE KRĘGOSŁUPA, POZIOM NIEOKREŚLONY"
"A87","H","T09.5","URAZ NIEOKREŚLONEGO MIĘŚNIA I WIĘZADŁA TUŁOWIA"
"A87","H","T85.0","MECHANICZNE POWIKŁANIE WEWNĄTRZCZASZKOWEGO ZESPOLENIA (POŁĄCZENIA) KOMOROWEGO"
"A87","H","T85.1","MECHANICZNE POWIKŁANIE ZWIĄZANE Z WSZCZEPIONYM STYMULATOREM UKŁADU NERWOWEGO"
"A87r","H","G32.0","PODOSTRE ZŁOŻONE ZWYRODNIENIE RDZENIA KRĘGOWEGO W CHOROBACH SKLASYFIKOWANYCH GDZIE INDZIEJ"
"A87r","H","G94.0","WODOGŁOWIE W CHOROBACH ZAKAŹNYCH I PASOŻYTNICZYCH SKLASYFIKOWANYCH GDZIE INDZIEJ (A00-B99+)"
"A87r","H","G94.1","WODOGŁOWIE W CHOROBACH NOWOTWOROWYCH (C00-D48+)"
"A87r","H","G94.2","WODOGŁOWIE W INNYCH CHOROBACH SKLASYFIKOWANYCH GDZIE INDZIEJ"
"A87r","H","G94.8","INNE OKREŚLONE ZABURZENIA MÓZGU W CHOROBACH SKLASYFIKOWANYCH GDZIE INDZIEJ"
"A87r","H","G99.1","INNE ZABURZENIA UKŁADU WEGETATYWNEGO W INNYCH CHOROBACH SKLASYFIKOWANYCH GDZIE INDZIEJ"
"A87r","H","G99.2","MIELOPATIA W CHOROBACH SKLASYFIKOWANYCH GDZIE INDZIEJ"
"A87r","H","G99.8","INNE OKREŚLONE ZABURZENIA UKŁADU NERWOWEGO W CHOROBACH SKLASYFIKOWANYCH GDZIE INDZIEJ"
"A87r","H","M49.5","ZAPADNIECIE KRĘGU W PRZEBIEGU CHORÓB SKLASYFIKOWANYCH GDZIE INDZIEJ"
"B01","H","H35.3","ZWYRODNIENIE PLAMKI I BIEGUNA TYLNEGO"
"B02","H","H35.3","ZWYRODNIENIE PLAMKI I BIEGUNA TYLNEGO"
"B12","H","H26.0","ZAĆMA DZIECIĘCA, MŁODZIEŃCZA I PRZEDSTARCZA"
"B12","H","H26.1","ZAĆMA URAZOWA"
"B12","H","H26.2","ZAĆMA WIKŁAJĄCA"
"B12","H","H26.3","ZAĆMA POLEKOWA"
"B12","H","H27.1","PRZEMIESZCZENIE SOCZEWKI"
"B12","H","Q12.0","WRODZONA ZAĆMA"
"B13","H","H25.0","ZAĆMA STARCZA POCZĄTKOWA"
"B13","H","H25.1","ZAĆMA STARCZA JĄDROWA"
"B13","H","H25.2","ZAĆMA STARCZA, TYP MORGAGNIANA"
"B13","H","H25.8","INNE POSTACIE ZAĆMY STARCZEJ"
"B13","H","H25.9","ZAĆMA STARCZA, NIE OKREŚLONA"
"B13","H","H26.8","INNE OKREŚLONE POSTACIE ZAĆMY"
"B13","H","H26.9","ZAĆMA, NIE OKREŚLONA"
"B13","H","H27.8","INNE OKREŚLONE ZABURZENIA SOCZEWKI"
"B13","H","H27.9","ZABURZENIA SOCZEWKI, NIE OKREŚLONE"
"B5","U","H28.0","ZAĆMA CUKRZYCOWA (E10-E14+ Z WSPÓLNĄ CZWARTĄ CZĘŚCIĄ .3)"
"B5","U","H28.1","ZAĆMA W INNYCH ENDOKRYNNYCH, POKARMOWYCH I METABOLICZNYCH ZABURZENIACH"
"B5","U","H28.2","ZAĆMA W INNYCH CHOROBACH SKLASYFIKOWANYCH GDZIE INDZIEJ"
"B5","U","H28.8","INNE ZABURZENIA SOCZEWKI W CHOROBACH SKLASYFIKOWANYCH GDZIE INDZIEJ"
"B98","H","A50.3","KIŁOWA WRODZONA PÓŹNA OKULOPATIA"
"B98","H","A54.3","RZEŻĄCZKOWE ZAKAŻENIE NARZĄDU WZROKU"
"B98","H","A71.0","OKRES POCZĄTKOWY, WSTĘPNY JAGLICY"
"B98","H","A71.1","JAGLICA CZYNNA"
"B98","H","A71.9","JAGLICA, NIE OKREŚLONA"
"B98","H","A74.0","ZAPALENIE SPOJÓWEK WYWOŁANE PRZEZ CHLAMYDIE (H13.1*)"
"B98","H","B00.5","OPRYSZCZKOWA CHOROBA GAŁKI OCZNEJ"
"B98","H","B02.3","PÓŁPASCOWA CHOROBA GAŁKI OCZNEJ"
"B98","H","B30.0","ZAPALENIE ROGÓWKI I SPOJÓWKI WYWOŁANE PRZEZ ADENOWIRUSY (H19,1*)"
"B98","H","B30.1","ZAPALENIE SPOJÓWEK WYWOŁANE PRZEZ ADENOWIRUSY (H13.1*)"
"B98","H","B30.2","WIRUSOWE ZAPALENIE GARDŁA I SPOJÓWEK"
"B98","H","B30.3","OSTRE NAGMINNE KRWOTOCZNE ZAPALENIE SPOJÓWEK ENTEROWIRUSOWE (H13.1*)"
"B98","H","B30.8","INNE WIRUSOWE ZAPALENIA SPOJÓWEK (H13.1*)"
"B98","H","B30.9","WIRUSOWE ZAPALENIE SPOJÓWEK, NIE OKREŚLONE"
"B98","H","B69.1","WĄGRZYCA OKA"
"B98","H","C69.0","SPOJÓWKA"
"B98","H","C69.1","ROGÓWKA"
"B98","H","C69.2","SIATKÓWKA"
"B98","H","C69.3","NACZYNIÓWKA"
"B98","H","C69.4","CIAŁO RZĘSKOWE"
"B98","H","C69.5","GRUCZOŁ I DROGI ŁZOWE"
"B98","H","C69.6","OCZODÓŁ"
"B98","H","C69.8","ZMIANA PRZEKRACZAJĄCA GRANICE OKA (UWAGA 5)"
"B98","H","C69.9","OKO, NIE OKREŚLONE"
"B98","H","D09.2","OKO"
"B98","H","D31.0","SPOJÓWKA"
"B98","H","D31.1","ROGÓWKA"
"B98","H","D31.2","SIATKÓWKA"
"B98","H","D31.3","NACZYNIÓWKA"
"B98","H","D31.4","CIAŁO RZĘSKOWE"
"B98","H","D31.5","GRUCZOŁY I DROGI ŁZOWE"
"B98","H","D31.9","OKO, NIE OKREŚLONE"
"B98","H","E10.3","CUKRZYCA INSULINOZALEŻNA (Z POWIKŁANIAMI OCZNYMI)"
"B98","H","E11.3","CUKRZYCA INSULINONIEZALEŻNA (Z POWIKŁANIAMI OCZNYMI)"
"B98","H","E12.3","CUKRZYCA ZWIĄZANA Z NIEDOŻYWIENIEM (Z POWIKŁANIAMI OCZNYMI)"
"B98","H","E13.3","INNE OKREŚLONE POSTACIE CUKRZYCY (Z POWIKŁANIAMI OCZNYMI)"
"B98","H","E14.3","CUKRZYCA NIE OKREŚLONA (Z POWIKŁANIAMI OCZNYMI)"
"B98","H","H00.0","JĘCZMIEŃ I INNE GŁĘBOKIE ZAPALENIE POWIEK"
"B98","H","H00.1","GRADÓWKA"
"B98","H","H01.0","ZAPALENIA BRZEGÓW POWIEK"
"B98","H","H01.1","CHOROBY SKÓRY POWIEK POCHODZENIA NIEZAKAŹNEGO"
"B98","H","H01.8","INNE, OKREŚLONE ZAPALENIE POWIEK"
"B98","H","H01.9","ZAPALENIE POWIEK, NIE OKREŚLONE"
"B98","H","H02.0","PODWINIĘCIE POWIEKI I NIEPRAWIDŁOWY WZROST RZĘS"
"B98","H","H02.1","ODWINIĘCIE POWIEKI"
"B98","H","H02.2","NIEDOMYKALNOŚĆ SZPARY POWIEKOWEJ"
"B98","H","H02.3","ZWIOTCZENIE SKÓRY POWIEK"
"B98","H","H02.4","OPADNIĘCIE POWIEKI"
"B98","H","H02.5","INNE ZABURZENIA WYWIERAJĄCE WPŁYW NA CZYNNOŚĆ POWIEK"
"B98","H","H02.8","INNE OKREŚLONE ZABURZENIA POWIEK"
"B98","H","H02.9","ZABURZENIA POWIEK, NIE OKREŚLONE"
"B98","H","H04.0","ZAPALENIE GRUCZOŁU ŁZOWEGO"
"B98","H","H04.1","INNE ZABURZENIA GRUCZOŁU ŁZOWEGO"
"B98","H","H04.2","ŁZAWIENIE SPOWODOWANE ZABURZENIAMI W ODPLYWIE ŁEZ"
"B98","H","H04.3","ZAPALENIE DRÓG ŁZOWYCH OSTRE I NIE OKREŚLONE"
"B98","H","H04.4","ZAPALENIE DRÓG ŁZOWYCH PRZEWLEKŁE"
"B98","H","H04.5","ZWĘŻENIE I NIEWYDOLNOŚĆ DRÓG ŁZOWYCH"
"B98","H","H04.6","INNE ZMIANY W DROGACH ŁZOWYCH"
"B98","H","H04.8","INNE ZABURZENIA NARZĄDU ŁZOWEGO"
"B98","H","H04.9","ZABURZENIA NARZĄDU ŁZOWEGO, NIE OKREŚLONE"
"B98","H","H05.0","ZAPALENIE OSTRE OCZODOŁU"
"B98","H","H05.1","PRZEWLEKŁE ZAPALNE CHOROBY OCZODOŁU"
"B98","H","H05.2","STANY Z WYTRZESZCZEM"
"B98","H","H05.3","ZNIEKSZTAŁCENIE OCZODOŁU"
"B98","H","H05.4","ZAPADNIECIE GAŁKI OCZNEJ"
"B98","H","H05.5","CIAŁO OBCE (STARE) W NASTĘPSTWIE RANY DRĄŻĄCEJ OCZODOŁU"
"B98","H","H05.8","INNE ZABURZENIA OCZODOŁU"
"B98","H","H05.9","ZABURZENIA OCZODOŁU, NIE OKREŚLONE"
"B98","H","H10.0","ŚLUZOWO-ROPNE ZAPALENIE SPOJÓWEK"
"B98","H","H10.1","OSTRE ATOPOWE ZAPALENIE SPOJÓWEK"
"B98","H","H10.2","INNE ZAPALENIE SPOJÓWEK"
"B98","H","H10.3","OSTRE ZAPALENIE SPOJÓWEK, NIE OKREŚLONE"
"B98","H","H10.4","PRZEWLEKŁE ZAPALENIE SPOJÓWEK"
"B98","H","H10.5","ZAPALENIE BRZEGÓW POWIEK I SPOJÓWEK"
"B98","H","H10.8","INNE ZAPALENIA SPOJÓWEK"
"B98","H","H10.9","ZAPALENIE SPOJÓWEK, NIE OKREŚLONE"
"B98","H","H11.0","SKRZYDLIK"
"B98","H","H11.1","ZWYRODNIENIA SPOJÓWEK I ZŁOGI"
"B98","H","H11.2","BLIZNY SPOJÓWKOWE"
"B98","H","H11.3","WYLEW SPOJÓWKOWY"
"B98","H","H11.4","INNE ZABURZENIA NACZYNIOWE SPOJÓWEK I TORBIELE"
"B98","H","H11.8","INNE OKREŚLONE ZABURZENIA SPOJÓWEK"
"B98","H","H11.9","ZABURZENIE SPOJÓWEK, NIE OKREŚLONE"
"B98","H","H15.0","ZAPALENIE TWARDÓWKI"
"B98","H","H15.1","ZAPALENIE BLASZKI NADTWARDÓWKOWEJ"
"B98","H","H15.8","INNE ZABURZENIA TWARDÓWKI"
"B98","H","H15.9","CHOROBY TWARDÓWKI, NIE OKREŚLONE"
"B98","H","H16.0","WRZÓD ROGÓWKI"
"B98","H","H16.1","INNE POWIERZCHOWNE ZAPALENIA ROGÓWKI BEZ ZAPALENIA SPOJÓWEK"
"B98","H","H16.2","ZAPALENIE ROGÓWKI I SPOJÓWKI (KERATOCONJUNCTIVITIS)"
"B98","H","H16.3","ZAPALENIE ROGÓWKI MIAŻSZOWE I GŁĘBOKIE"
"B98","H","H16.4","NOWOTWORZENIE NACZYŃ W ROGÓWCE"
"B98","H","H16.8","INNE ZAPALENIE ROGÓWKI"
"B98","H","H16.9","ZAPALENIE ROGÓWKI, NIE OKREŚLONE"
"B98","H","H17.0","ZROST PRZEDNI TĘCZÓWKI Z ROGÓWKĄ (LEUCOMA ADHAERENS)"
"B98","H","H17.1","INNE CENTRALNE PRZYMGLENIA ROGÓWKI"
"B98","H","H17.8","INNE BLIZNY I PRZYMGLENIA ROGÓWKI"
"B98","H","H17.9","BLIZNA ROGÓWKI I PRZYMGLENIE, NIE OKREŚLONE"
"B98","H","H18.0","ZMIANY BARWNIKOWE I ZŁOGI ROGÓWKI"
"B98","H","H18.1","ZWYRODNIENIE PĘCHERZOWE ROGÓWKI"
"B98","H","H18.2","INNE POSTACIE OBRZĘKU ROGÓWKI"
"B98","H","H18.3","ZMIANY W BŁONACH ROGÓWKI"
"B98","H","H18.4","ZWYRODNIENIE ROGÓWKI"
"B98","H","H18.5","DZIEDZICZNE ZWYRODNIENIA ROGÓWKI"
"B98","H","H18.6","STOŻEK ROGÓWKI"
"B98","H","H18.7","INNE ZNIEKSZTAŁCENIA ROGÓWKI"
"B98","H","H18.8","INNE OKREŚLONE ZABURZENIA ROGÓWKI"
"B98","H","H18.9","ZABURZENIA ROGÓWKI, NIE OKREŚLONE"
"B98","H","H20.0","ZAPALENIE OSTRE I PODOSTRE TĘCZÓWKI I CIAŁA RZĘSKOWEGO"
"B98","H","H20.1","PRZEWLEKŁE ZAPALENIE TĘCZÓWKI I CIAŁA RZĘSKOWEGO"
"B98","H","H20.2","ZAPALENIE TĘCZÓWKI I CIAŁA RZĘSKOWEGO SPOWODOWANE ANTYGENEM SOCZEWKOWYM (UVEITIS PHACOANAPHILACTICA)"
"B98","H","H20.8","INNE POSTACIE ZAPALENIA TĘCZÓWKI I CIAŁA RZĘSKOWEGO"
"B98","H","H20.9","ZAPALENIE TĘCZÓWKI I CIAŁA RZĘSKOWEGO, NIE OKREŚLONE"
"B98","H","H21.0","WYLEW KRWI DO KOMORY PRZEDNIEJ OKA"
"B98","H","H21.1","INNE ZABURZENIA NACZYNIOWE TĘCZÓWKI I CIAŁA RZĘSKOWEGO"
"B98","H","H21.2","ZWYRODNIENIA TĘCZÓWKI I CIAŁA RZĘSKOWEGO"
"B98","H","H21.3","TORBIELE TĘCZÓWKI, CIAŁA RZĘSKOWEGO I PRZEDNIEJ KOMORY OKA"
"B98","H","H21.4","BŁONY ŹRENICZNE"
"B98","H","H21.5","INNE ZROSTY I ROZERWANIA TĘCZÓWKI I CIAŁA RZĘSKOWEGO"
"B98","H","H21.8","INNE OKREŚLONE SCHORZENIA TĘCZÓWKI I CIAŁA RZĘSKOWEGO"
"B98","H","H21.9","CHOROBY TĘCZÓWKI I CIAŁA RZĘSKOWEGO, NIE OKREŚLONE"
"B98","H","H25.0","ZAĆMA STARCZA POCZĄTKOWA"
"B98","H","H25.1","ZAĆMA STARCZA JĄDROWA"
"B98","H","H25.2","ZAĆMA STARCZA, TYP MORGAGNIANA"
"B98","H","H25.8","INNE POSTACIE ZAĆMY STARCZEJ"
"B98","H","H25.9","ZAĆMA STARCZA, NIE OKREŚLONA"
"B98","H","H26.0","ZAĆMA DZIECIĘCA, MŁODZIEŃCZA I PRZEDSTARCZA"
"B98","H","H26.1","ZAĆMA URAZOWA"
"B98","H","H26.2","ZAĆMA WIKŁAJĄCA"
"B98","H","H26.3","ZAĆMA POLEKOWA"
"B98","H","H26.4","STANY PO ZAĆMIE"
"B98","H","H26.8","INNE OKREŚLONE POSTACIE ZAĆMY"
"B98","H","H26.9","ZAĆMA, NIE OKREŚLONA"
"B98","H","H27.0","BEZSOCZEWKOWOŚĆ"
"B98","H","H27.1","PRZEMIESZCZENIE SOCZEWKI"
"B98","H","H27.8","INNE OKREŚLONE ZABURZENIA SOCZEWKI"
"B98","H","H27.9","ZABURZENIA SOCZEWKI, NIE OKREŚLONE"
"B98","H","H30.0","ZAPALENIE OGNISKOWE NACZYNIÓWKI I SIATKÓWKI"
"B98","H","H30.1","ZAPALENIE ROZSIANE NACZYNIÓWKI I SIATKÓWKI"
"B98","H","H30.2","ZAPALENIE TYLNEJ CZĘŚCI CIAŁA RZĘSKOWEGO"
"B98","H","H30.8","INNE STANY ZAPALNE NACZYNIÓWKI I SIATKÓWKI"
"B98","H","H30.9","ZAPALENIE NACZYNIÓWKI I SIATKÓWKI, NIE OKREŚLONE"
"B98","H","H31.0","BLIZNY NACZYNIÓWKI I SIATKÓWKI"
"B98","H","H31.1","ZWYRODNIENIE BŁONY NACZYNIOWEJ"
"B98","H","H31.2","DZIEDZICZNE ZWYRODNIENIA BŁONY NACZYNIOWEJ"
"B98","H","H31.3","WYLEW KRWI I PĘKNIĘCIE NACZYNIÓWKI"
"B98","H","H31.4","ODWARSTWIENIE NACZYNIÓWKI"
"B98","H","H31.8","INNE OKREŚLONE ZABURZENIA BŁONY NACZYNIOWEJ"
"B98","H","H31.9","ZABURZENIA BŁONY NACZYNIOWEJ, NIE OKREŚLONE"
"B98","H","H33.0","ODWARSTWIENIE SIATKÓWKI Z PRZEDARCIEM"
"B98","H","H33.1","ROZWARSTWIENIE SIATKÓWKI I TORBIELE SIATKÓWKI"
"B98","H","H33.2","ODWARSTWIENIE SIATKÓWKI SUROWICZE"
"B98","H","H33.3","PRZEDARCIE SIATKÓWKI BEZ ODWARSTWIENIA"
"B98","H","H33.4","TRAKCYJNE ODWARSTWIENIE SIATKÓWKI"
"B98","H","H33.5","INNE POSTACIE ODWARSTWIENIA SIATKÓWKI"
"B98","H","H34.0","PRZEJŚCIOWE ZAMKNIĘCIE TĘTNICY SIATKÓWKI"
"B98","H","H34.1","ZAMKNIĘCIE TĘTNICY ŚRODKOWEJ SIATKÓWKI"
"B98","H","H34.2","INNE PRZYCZYNY ZAMKNIĘCIA NACZYŃ TĘTNICZYCH SIATKÓWKI"
"B98","H","H34.8","INNE POSTACIE ZAMKNIĘCIA NACZYŃ SIATKÓWKI"
"B98","H","H34.9","ZAMKNIĘCIE NACZYŃ SIATKÓWKI, NIE OKREŚLONE"
"B98","H","H35.0","RETINOPATIA NIEPROLIFERACYJNA I ZMIANY NACZYNIOWE SIATKÓWKI"
"B98","H","H35.1","RETINOPATIA WCZEŚNIAKÓW"
"B98","H","H35.2","INNE ZMIANY ROZROSTOWE SIATKÓWKI"
"B98","H","H35.4","ZWYRODNIENIE SIATKÓWKI OBWODOWE"
"B98","H","H35.5","ZWYRODNIENIE SIATKÓWKI DZIEDZICZNE"
"B98","H","H35.6","KRWOTOKI SIATKÓWKOWE"
"B98","H","H35.7","ODDZIELENIE WARSTW SIATKÓWKI"
"B98","H","H35.8","INNE OKREŚLONE ZABURZENIA SIATKÓWKI"
"B98","H","H35.9","ZABURZENIE SIATKÓWKI, NIE OKREŚLONE"
"B98","H","H40.0","PODEJRZENIE JASKRY"
"B98","H","H40.1","JASKRA PIERWOTNA Z OTWARTYM KĄTEM PRZESĄCZANIA"
"B98","H","H40.2","JASKRA PIERWOTNA Z ZAMKNIĘTYM KĄTEM PRZESĄCZANIA"
"B98","H","H40.3","JASKRA WTÓRNA W URAZACH OKA"
"B98","H","H40.4","JASKRA WTÓRNA W STANACH ZAPALNYCH OKA"
"B98","H","H40.5","JASKRA WTÓRNA W INNYCH CHOROBACH OKA"
"B98","H","H40.6","JASKRA WTÓRNA POLEKOWA"
"B98","H","H40.8","INNE POSTACIE JASKRY"
"B98","H","H40.9","JASKRA, NIE OKREŚLONA"
"B98","H","H43.0","OBKURCZENIE CIAŁA SZKLISTEGO"
"B98","H","H43.1","KRWOTOK DO CIAŁA SZKLISTEGO"
"B98","H","H43.2","KRYSTALICZNE ZŁOGI W CIELE SZKLISTYM"
"B98","H","H43.3","INNE PRZYCZYNY ZMĘTNIENIA CIAŁA SZKLISTEGO"
"B98","H","H43.8","INNE ZABURZENIA CIAŁA SZKLISTEGO"
"B98","H","H43.9","ZABURZENIA CIAŁA SZKLISTEGO, NIE OKREŚLONE"
"B98","H","H44.0","ZAPALENIE ROPNE WNĘTRZA GAŁKI OCZNEJ (ENDOPHTHALMITIS)"
"B98","H","H44.1","INNE ZAPALENIA WNĘTRZA GAŁKI OCZNEJ"
"B98","H","H44.2","KRÓTKOWZROCZNOŚĆ ZWYRODNIENIOWA, POSTĘPUJĄCA"
"B98","H","H44.3","INNE ZMIANY ZWYRODNIENIOWE GAŁKI OCZNEJ"
"B98","H","H44.4","OBNIŻONE NAPIĘCIE GAŁKI OCZNEJ (HYPOTONIA)"
"B98","H","H44.5","STANY ZWYRODNIENIOWE GAŁKI OCZNEJ"
"B98","H","H44.6","CIAŁO OBCE (STARE) WEWNĄTRZ GAŁKI OCZNEJ, MAGNETYCZNE"
"B98","H","H44.7","CIAŁO OBCE (STARE) WEWNĄTRZ GAŁKI OCZNEJ, NIEMAGNETYCZNE"
"B98","H","H44.8","INNE ZABURZENIA GAŁKI OCZNEJ"
"B98","H","H44.9","ZABURZENIA GAŁKI OCZNEJ, NIE OKREŚLONE"
"B98","H","H46","ZAPALENIE NERWU WZROKOWEGO"
